,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Min Ver,Max Ver
4172,Aqw&3d Design Notes Manager,FAMILY,4.5,11,2.9,500.0,Free,0.0,Everyone,['Entertainment'],"August 15, 2017",3.0.0,4.0.3,4.0.3,
4173,AQ Aspergers Test,MEDICAL,3.9,265,0.697265625,10000.0,Free,0.0,Everyone,['Medical'],"October 14, 2015",1.4.0,2.3.3,2.3.3,
4174,Guess the Class 🔥 AQW,GAME,4.7,57,12.0,1000.0,Free,0.0,Everyone,['Word'],"November 1, 2017",1.0.0,4.1.0,4.1.0,
4175,AQ Ria Retail,FAMILY,5.0,4,52.0,50.0,Free,0.0,Everyone,['Education'],"April 3, 2018",1.1.0,4.1.0,4.1.0,
4176,AQ Guards,PRODUCTIVITY,4.211396011396012,0,3.2,10.0,Free,0.0,Everyone,['Productivity'],"July 6, 2018",2.1.22,4.4.0,4.4.0,
4177,Wowkwis aq Ka'qaquj,FAMILY,5.0,1,49.0,10.0,Free,0.0,Everyone,"['Education', 'Education']","February 16, 2018",1.0.0,4.0.3,4.0.3,
4178,AQ Coach,SPORTS,4.223510971786833,0,28.0,5.0,Free,0.0,Everyone,['Sports'],"May 25, 2018",1.1.0,4.4.0,4.4.0,
4179,AQ Dentals,HEALTH_AND_FITNESS,4.277104377104377,0,12.0,10.0,Free,0.0,Everyone,['Health & Fitness'],"December 22, 2017",1.0.1,4.1.0,4.1.0,
4180,中国語 AQリスニング,FAMILY,4.1922724670864335,21,17.0,5000.0,Free,0.0,Everyone,['Education'],"June 22, 2016",2.4.0,4.0.0,4.0.0,
4181,ClanHQ,COMMUNICATION,2.7,560,37.0,10000.0,Free,0.0,Everyone,['Communication'],"July 25, 2018",1.0.21,4.4.0,4.4.0,
4182,QuickShortcutMaker,PERSONALIZATION,4.6,41000,2.0,1000000.0,Free,0.0,Everyone,['Personalization'],"February 23, 2014",2.4.0,1.6.0,1.6.0,
4183,Iron Blade,GAME,4.4,161637,82.0,10000000.0,Free,0.0,Mature 17+,['Action'],"July 18, 2018",1.7.0,4.0.3,4.0.3,
4184,Dungeon Boss – Strategy RPG,FAMILY,4.4,218881,37.0,5000000.0,Free,0.0,Everyone 10+,['Role Playing'],"March 28, 2018",0.5.10011,4.0.3,4.0.3,
4185,Questland: Turn Based RPG,FAMILY,4.6,31134,48.0,1000000.0,Free,0.0,Everyone 10+,['Role Playing'],"August 2, 2018",1.10.6,4.1.0,4.1.0,
4186,Order & Chaos 2: 3D MMO RPG,FAMILY,4.1,242722,54.0,10000000.0,Free,0.0,Teen,['Role Playing'],"July 9, 2018",3.1.2,4.0.3,4.0.3,
4187,Dungeon Quest,FAMILY,4.5,244039,46.0,5000000.0,Free,0.0,Everyone 10+,['Role Playing'],"June 4, 2018",3.0.5.2,4.0.0,4.0.0,
4188,Dungeon Hunter 5 – Action RPG,FAMILY,4.2,720685,51.0,10000000.0,Free,0.0,Teen,['Role Playing'],"June 21, 2018",3.6.1,4.0.3,4.0.3,
4189,"Grow Stone Online : 2d pixel RPG, MMORPG game",FAMILY,4.7,84389,48.0,1000000.0,Free,0.0,Everyone,['Role Playing'],"August 5, 2018",1.375.0,4.0.3,4.0.3,
4190,Evil Apples: A Dirty Card Game,GAME,4.3,137696,55.0,5000000.0,Free,0.0,Mature 17+,['Word'],"July 19, 2018",2.3.3,4.2.0,4.2.0,
4191,Knightfall™ AR,FAMILY,4.2,254,25.0,10000.0,Free,0.0,Teen,['Strategy'],"March 17, 2018",1.0.0,7.0.0,7.0.0,
4192,Ghost Snap AR Horror Survival,GAME,3.8,898,33.0,100000.0,Free,0.0,Teen,['Adventure'],"December 21, 2016",1.2.3.1,2.3.0,2.3.0,
4193,The Walking Dead: Our World,GAME,4.0,22435,100.0,1000000.0,Free,0.0,Teen,['Action'],"August 1, 2018",1.1.0.3,5.0.0,5.0.0,
4194,Jurassic World™ Alive,FAMILY,4.3,308944,70.0,5000000.0,Free,0.0,Everyone 10+,['Simulation'],"August 2, 2018",1.3.15,4.4.0,4.4.0,
4195,Sketchfab,FAMILY,4.3,906,9.2,50000.0,Free,0.0,Mature 17+,['Entertainment'],"March 9, 2018",0.46.0,4.4.0,4.4.0,
4196,Ingress,GAME,4.3,391325,43.0,10000000.0,Free,0.0,Everyone,['Adventure'],"June 20, 2018",1.131.2,4.0.0,4.0.0,
4197,My Tamagotchi Forever,FAMILY,4.3,28735,91.0,1000000.0,Free,0.0,Everyone,['Casual'],"August 1, 2018",1.12.0.1654,4.2.0,4.2.0,
4198,"Egg, Inc.",FAMILY,4.7,580160,29.0,5000000.0,Free,0.0,Everyone,['Simulation'],"June 13, 2018",1.7.5,4.0.3,4.0.3,
4199,Flat Pack,GAME,4.4,862,44.0,100000.0,Free,0.0,Everyone 10+,['Action'],"March 16, 2018",1.0.4,7.0.0,7.0.0,
4200,Crayola Color Blaster,GAME,3.8,17,30.0,1000.0,Free,0.0,Everyone,['Arcade'],"March 13, 2018",1.5.0,7.0.0,7.0.0,
4201,Guns of Boom - Online Shooter,GAME,4.6,1226514,99.0,10000000.0,Free,0.0,Teen,['Action'],"July 20, 2018",4.4.4,4.1.0,4.1.0,
4202,Build.com - Shop Home Improvement & Expert Advice,HOUSE_AND_HOME,4.5,118,72.0,50000.0,Free,0.0,Everyone,['House & Home'],"July 10, 2018",3.7.1,5.0.0,5.0.0,
4203,Wayfair - Shop All Things Home,SHOPPING,4.5,20247,47.0,5000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",4.70.30,4.1.0,4.1.0,
4204,NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63640,23.0,10000000.0,Free,0.0,Everyone 10+,['News & Magazines'],"August 1, 2018",6.19.5,4.4.0,4.4.0,
4205,Stack It AR,GAME,3.8,1363,26.0,100000.0,Free,0.0,Everyone,['Arcade'],"June 29, 2018",1.1.4,4.0.0,4.0.0,
4206,"ARuler - AR Ruler app, Measure tools",TOOLS,4.3,1602,5.0,100000.0,Free,0.0,Everyone,['Tools'],"August 3, 2018",1.1.7,7.0.0,7.0.0,
4207,Monster Park AR - Jurassic Dinosaurs in Real World,FAMILY,3.7,128,20.0,10000.0,Free,0.0,Everyone,['Entertainment'],"March 8, 2018",1.2.2.122,7.0.0,7.0.0,
4208,AR Remote Car,FAMILY,3.2,1354,30.0,100000.0,Free,0.0,Everyone,['Simulation'],"August 12, 2017",2.14.0,4.0.0,4.0.0,
4209,Solar System AR ( ARCore ),FAMILY,4.0,211,37.0,10000.0,Free,0.0,Everyone,['Entertainment'],"July 23, 2018",0.8.6,7.0.0,7.0.0,
4210,Super AR,FAMILY,3.8,410,28.0,10000.0,Free,0.0,Teen,['Entertainment'],"December 18, 2017",2.1.0,4.0.0,4.0.0,
4211,Spacecraft AR,FAMILY,4.4,83,85.0,10000.0,Free,0.0,Everyone,['Education'],"June 28, 2018",1.2.0,7.0.0,7.0.0,
4212,MCRAFT AR - EDITOR,FAMILY,3.4,131,22.0,5000.0,Free,0.0,Everyone,['Simulation'],"June 24, 2018",1.0.0,4.1.0,4.1.0,
4213,Jenga® AR,FAMILY,2.9,53,82.0,10000.0,Free,0.0,Everyone,['Puzzle'],"March 17, 2018",1.0.1,7.0.0,7.0.0,
4214,Nightenfell: Shared AR,GAME,4.5,20,65.0,1000.0,Paid,0.99,Everyone 10+,['Action'],"March 27, 2018",1.0.0,7.0.0,7.0.0,
4215,Portal AR - Step Into Scotland,TRAVEL_AND_LOCAL,3.7,25,43.0,5000.0,Free,0.0,Everyone,['Travel & Local'],"June 4, 2018",1.4.0,7.0.0,7.0.0,
4216,Arcraft - AR Sandbox,GAME,3.8,469,80.0,10000.0,Free,0.0,Everyone,['Adventure'],"May 19, 2017",1.4.0,4.0.0,4.0.0,
4217,Augment - 3D Augmented Reality,BUSINESS,4.1,25195,21.0,1000000.0,Free,0.0,Everyone,['Business'],"February 26, 2018",3.4.0 - 3,4.0.3,4.0.3,
4218,Satellite AR,BOOKS_AND_REFERENCE,4.1,9636,0.0908203125,1000000.0,Free,0.0,Everyone,['Books & Reference'],"September 22, 2011",2.4.0,2.1.0,2.1.0,
4219,Figment AR,FAMILY,3.7,22,90.0,5000.0,Free,0.0,Everyone,['Entertainment'],"July 10, 2018",1.0.0,7.0.0,7.0.0,
4220,AR Tank Battle,GAME,3.6,153,67.0,10000.0,Free,0.0,Everyone,['Action'],"December 31, 2016",1.3.0,4.0.0,4.0.0,
4221,Paint Space AR,FAMILY,3.0,17,32.0,1000.0,Free,0.0,Everyone,['Entertainment'],"March 7, 2018",1.1.0,7.0.0,7.0.0,
4222,"Just a Line - Draw Anywhere, with AR",FAMILY,4.1,1152,2.7,100000.0,Free,0.0,Everyone,['Entertainment'],"May 30, 2018",2.0.0,7.0.0,7.0.0,
4223,AR Toybox - Augmented Reality Demos,FAMILY,3.8,20,36.0,1000.0,Free,0.0,Everyone,['Simulation'],"August 17, 2017",1.0.2,4.1.0,4.1.0,
4224,"Mind Map AR, Augmented Reality ARCore Mind Mapping",PRODUCTIVITY,4.2,29,35.0,5000.0,Free,0.0,Everyone,['Productivity'],"July 26, 2018",1.23.0,7.0.0,7.0.0,
4225,【Miku AR Camera】Mikuture,FAMILY,4.4,36268,41.0,1000000.0,Free,0.0,Teen,['Entertainment'],"April 25, 2017",3.0.15,4.2.0,4.2.0,
4226,Summer Camp Island AR,FAMILY,3.6,740,71.0,50000.0,Free,0.0,Everyone,['Simulation'],"July 5, 2018",1.0.2,4.4.0,4.4.0,
4227,AR Sport Cars,FAMILY,3.6,284,70.0,10000.0,Free,0.0,Everyone,['Simulation'],"June 10, 2017",1.0.0,4.1.0,4.1.0,
4228,AS - News and sports results.,SPORTS,3.7,20879,22.0,1000000.0,Free,0.0,Everyone,['Sports'],"June 9, 2018",5.1.13,4.1.0,4.1.0,
4229,MARCA - Diario Líder Deportivo,SPORTS,3.9,76340,14.0,5000000.0,Free,0.0,Everyone,['Sports'],"July 25, 2018",6.3.3,4.1.0,4.1.0,
4230,"AS - Diario online deportivo. Fútbol, motor y más",NEWS_AND_MAGAZINES,4.1321888412017165,0,6.0,50.0,Free,0.0,Everyone,['News & Magazines'],"June 24, 2018",7.8.0,4.1.0,4.1.0,
4231,AS Guía de las Ligas 2017-2018,SPORTS,4.1,4374,53.0,100000.0,Free,0.0,Everyone,['Sports'],"September 14, 2017",1.0.10,4.1.0,4.1.0,
4232,Sleep as Android Unlock,LIFESTYLE,4.5,23966,0.8515625,1000000.0,Paid,5.99,Everyone,['Lifestyle'],"June 27, 2018",20180608,4.0.0,4.0.0,
4233,Sleep as Android Gear Addon,HEALTH_AND_FITNESS,2.8,961,1.3,100000.0,Free,0.0,Everyone,['Health & Fitness'],"February 27, 2018",1.5.0,4.0.0,4.0.0,
4234,Sleep as Android Garmin Addon,HEALTH_AND_FITNESS,2.6,114,1.6,10000.0,Free,0.0,Everyone,['Health & Fitness'],"June 20, 2018",20180620,2.3.0,2.3.0,
4235,Sonic the Hedgehog™ Classic,GAME,4.4,125652,56.0,10000000.0,Free,0.0,Everyone,['Action'],"June 18, 2018",3.3.0,4.2.0,4.2.0,
4236,The Aether: Life as a God,FAMILY,4.1,1407,3.4,100000.0,Free,0.0,Everyone 10+,['Role Playing'],"March 12, 2018",1.0.5,4.0.0,4.0.0,
4237,CAPTCHA Pack for Sleep as Android,LIFESTYLE,4.0,448,3.1,50000.0,Free,0.0,Everyone,['Lifestyle'],"June 8, 2018",1.3.0,2.3.0,2.3.0,
4238,Pacific Navy Fighter C.E. (AS),GAME,4.3,11379,20.0,500000.0,Free,0.0,Everyone 10+,['Arcade'],"July 29, 2018",1.4.0,4.0.3,4.0.3,
4239,Lullaby Add-on for Sleep as Android,HEALTH_AND_FITNESS,3.9,2057,6.2,50000.0,Paid,1.99,Everyone,['Health & Fitness'],"October 18, 2017",2.4.0,4.0.0,4.0.0,
4240,Sleep as Microsoft Band Add-On,LIFESTYLE,3.5,28,0.1181640625,1000.0,Free,0.0,Everyone,['Lifestyle'],"January 23, 2016",1.0.0.8,4.2.0,4.2.0,
4241,Ninja Turtles: Legends,FAMILY,4.3,344283,95.0,10000000.0,Free,0.0,Teen,['Role Playing'],"December 18, 2017",1.11.39,4.1.0,4.1.0,
4242,Timely Alarm Clock,LIFESTYLE,4.3,258717,9.4,10000000.0,Free,0.0,Everyone,['Lifestyle'],"September 25, 2017",1.3.1,4.0.3,4.0.3,
4243,Choices: Stories You Play,FAMILY,4.6,807155,93.0,10000000.0,Free,0.0,Teen,['Simulation'],"July 30, 2018",2.3.5,4.0.3,4.0.3,
4244,Samsung Health,HEALTH_AND_FITNESS,4.3,480208,70.0,500000000.0,Free,0.0,Everyone,['Health & Fitness'],"July 31, 2018",5.17.2.009,5.0.0,5.0.0,
4245,WiFi Baby Monitor - NannyCam,VIDEO_PLAYERS,4.1,29867,1.7,5000000.0,Free,0.0,Everyone,['Video Players & Editors'],"May 24, 2017",3.1.0 ( 1210),2.3.3,2.3.3,
4246,Maleficent Free Fall,FAMILY,4.4,450013,37.0,10000000.0,Free,0.0,Everyone,['Puzzle'],"July 11, 2018",5.9.0,4.2.0,4.2.0,
4247,Star Wars™: Force Arena,FAMILY,4.4,228130,70.0,5000000.0,Free,0.0,Everyone 10+,['Strategy'],"July 19, 2018",3.1.4,4.1.0,4.1.0,
4248,PS4 Second Screen,FAMILY,2.4,11773,3.3,1000000.0,Free,0.0,Everyone,['Entertainment'],"June 13, 2018",18.6.2,4.1.0,4.1.0,
4249,Alarm Clock: Stopwatch & Timer,PRODUCTIVITY,4.5,870928,16.0,50000000.0,Free,0.0,Everyone,['Productivity'],"June 8, 2018",5.9.6,4.1.0,4.1.0,
4250,SAMURAI vs ZOMBIES DEFENSE,GAME,4.5,407788,19.0,5000000.0,Free,0.0,Everyone,['Action'],"July 18, 2013",3.4.0,2.1.0,2.1.0,
4251,Seen,FAMILY,4.5,118285,22.0,1000000.0,Free,0.0,Teen,['Simulation'],"May 24, 2018",1.2.1,4.1.0,4.1.0,
4252,Plants vs. Zombies™ Heroes,FAMILY,4.4,379245,68.0,10000000.0,Free,0.0,Everyone,"['Casual', 'Action & Adventure']","June 26, 2018",1.28.01,4.1.0,4.1.0,
4253,AT&T THANKS®,FAMILY,3.4,2445,34.0,500000.0,Free,0.0,Everyone,['Entertainment'],"July 11, 2018",1.4.0,5.0.0,5.0.0,
4254,Galaxy at War Online,FAMILY,3.9,65119,46.0,1000000.0,Free,0.0,Everyone 10+,['Strategy'],"May 22, 2018",2.1.0,3.0.0,3.0.0,
4255,Kingdoms at War: Hardcore PVP,FAMILY,4.3,34898,92.0,1000000.0,Free,0.0,Teen,['Strategy'],"June 28, 2018",4.05.0,4.0.3,4.0.3,
4256,Five Nights at Freddy's 4 Demo,GAME,4.4,889425,45.0,10000000.0,Free,0.0,Teen,['Action'],"July 26, 2015",1.1.0,2.3.0,2.3.0,
4257,Five Nights at Freddy's 3 Demo,GAME,4.5,1041836,50.0,10000000.0,Free,0.0,Teen,['Action'],"April 2, 2015",1.07.0,2.3.0,2.3.0,
4258,Fandom: Five Nights at Freddys,FAMILY,4.4,17945,9.5,1000000.0,Free,0.0,Mature 17+,['Entertainment'],"June 6, 2018",2.9.8,4.4.0,4.4.0,
4259,Nights at Cube Pizzeria 3D – 2,GAME,4.0,47151,36.0,5000000.0,Free,0.0,Everyone 10+,['Action'],"December 26, 2017",2.4.0,4.3.0,4.3.0,
4260,World at War: WW2 Strategy MMO,FAMILY,4.3,107765,78.0,5000000.0,Free,0.0,Everyone 10+,['Strategy'],"May 25, 2018",3.1.9,4.1.0,4.1.0,
4261,Five Tries At Love Dating Sim,FAMILY,4.2,37165,22.0,1000000.0,Free,0.0,Teen,['Simulation'],"February 14, 2018",5.1.0,2.3.0,2.3.0,
4262,Rivals at War: 2084,FAMILY,4.0,174127,48.0,5000000.0,Free,0.0,Teen,['Simulation'],"October 3, 2016",1.3.0,3.0.0,3.0.0,
4263,Multiple Videos at Same Time,VIDEO_PLAYERS,4.4,4706,1.5,1000000.0,Free,0.0,Everyone,['Video Players & Editors'],"June 19, 2018",(  9),4.4.0,4.4.0,
4264,Five Nights at Freddy's 2,FAMILY,4.6,73919,40.0,500000.0,Paid,2.99,Teen,['Strategy'],"November 15, 2014",1.07.0,2.3.0,2.3.0,
4265,Coloring Book at Five Nights,FAMILY,4.0,532,6.5,100000.0,Free,0.0,Everyone,['Educational'],"June 6, 2017",1.6.0,2.3.0,2.3.0,
4266,Rivals at War: Firefight,GAME,4.4,344819,51.0,5000000.0,Free,0.0,Teen,['Action'],"October 18, 2016",1.4.0,3.0.0,3.0.0,
4267,Five nights at Minecraft,FAMILY,3.5,9335,12.0,1000000.0,Free,0.0,Everyone,['Entertainment'],"November 26, 2017",1.2.0,4.0.3,4.0.3,
4268,Five Nights at Freddy's,GAME,4.6,100805,50.0,1000000.0,Paid,2.99,Teen,['Action'],"December 2, 2014",1.85.0,2.3.0,2.3.0,
4269,Nights at Cube Pizzeria 3D – 3,FAMILY,4.0,15875,40.0,1000000.0,Free,0.0,Teen,['Simulation'],"March 3, 2017",1.5.0,4.2.0,4.2.0,
4270,7 Nights at Pixel Pizzeria - 2,GAME,4.0,23168,54.0,1000000.0,Free,0.0,Teen,['Adventure'],"July 9, 2018",1.3.0,4.4.0,4.4.0,
4271,Nights at Slender Pizzeria 3D,GAME,4.1,2628,45.0,100000.0,Free,0.0,Teen,['Adventure'],"May 22, 2017",1.1.0,4.2.0,4.2.0,
4272,DIRECTV,FAMILY,4.1,235486,63.0,10000000.0,Free,0.0,Teen,['Entertainment'],"June 1, 2018",5.9.006,4.1.0,4.1.0,
4273,One Night at Golden Freddy's,GAME,3.3,2717,4.0,100000.0,Free,0.0,Teen,['Action'],"December 7, 2017",0.1.0,2.3.0,2.3.0,
4274,DIRECTV for Tablets,FAMILY,3.9,24123,69.0,1000000.0,Free,0.0,Teen,['Entertainment'],"June 1, 2018",5.9.006,4.1.0,4.1.0,
4275,Nights at Cube Pizzeria 3D – 4,GAME,4.1,7728,39.0,500000.0,Free,0.0,Teen,['Adventure'],"July 17, 2018",1.5.0,4.4.0,4.4.0,
4276,Five Nights at Neighbor House,GAME,4.2,2180,55.0,100000.0,Free,0.0,Everyone 10+,['Action'],"January 26, 2018",1.1.0,4.2.0,4.2.0,
4277,Asylum Night Shift - Five Nights Survival,GAME,4.0,59223,46.0,5000000.0,Free,0.0,Teen,['Action'],"June 26, 2018",1.6.5,4.1.0,4.1.0,
4278,Five Nights at Freddy's: SL,GAME,4.5,16162,99.0,100000.0,Paid,2.99,Teen,['Action'],"April 6, 2017",1.2.0,2.3.0,2.3.0,
4279,Two Nights at jumpscare,GAME,3.8,596,91.0,100000.0,Free,0.0,Teen,['Adventure'],"August 17, 2017",1.0.0,4.1.0,4.1.0,
4280,Five Nights at Pizzeria,GAME,3.5,1976,21.0,100000.0,Free,0.0,Teen,['Action'],"March 3, 2018",1.6.0,4.1.0,4.1.0,
4281,Block Battles: Heroes at War - Multiplayer PVP,GAME,4.3,6698,46.0,500000.0,Free,0.0,Everyone 10+,['Action'],"May 14, 2016",1.0.1,2.3.0,2.3.0,
4282,Five Nights at Freddy's 4,GAME,4.6,21266,45.0,100000.0,Paid,2.99,Teen,['Action'],"July 26, 2015",1.1.0,2.3.0,2.3.0,
4283,Five Nights at Flappy's,GAME,4.7,4041,24.0,10000.0,Free,0.0,Everyone,['Arcade'],"June 27, 2017",1.5.14,2.3.3,2.3.3,
4284,5 Nights at Cube Pizzeria City,GAME,3.8,2691,52.0,100000.0,Free,0.0,Teen,['Adventure'],"February 22, 2017",1.2.0,4.2.0,4.2.0,
4285,Five Nights at Freddy's 3,GAME,4.7,27856,50.0,100000.0,Paid,2.99,Teen,['Action'],"April 2, 2015",1.07.0,2.3.0,2.3.0,
4286,Undertale AU Amino,SOCIAL,4.8,5369,63.0,50000.0,Free,0.0,Teen,['Social'],"July 13, 2018",1.8.19106,4.0.3,4.0.3,
4287,au,FAMILY,3.2,9126,5.8,1000000.0,Free,0.0,Everyone,['Strategy'],"June 8, 2016",1.0.9,4.0.0,4.0.0,
4288,Au Mobile: Audition Chính Hiệu,GAME,3.9,85278,23.0,1000000.0,Free,0.0,Mature 17+,['Music'],"July 17, 2018",1.8.0716,4.0.3,4.0.3,
4289,AU Mobile Indonesia,GAME,3.6,16521,23.0,1000000.0,Free,0.0,Everyone,['Music'],"May 9, 2018",1.8.0502,2.3.0,2.3.0,
4290,Au Bon Pain,FOOD_AND_DRINK,3.7,70,26.0,10000.0,Free,0.0,Everyone,['Food & Drink'],"July 23, 2018",1.4.0,5.0.0,5.0.0,
4291,Au Pair Legend,LIFESTYLE,4.4,28,8.8,1000.0,Free,0.0,Everyone,['Lifestyle'],"July 19, 2018",3.5.0,5.0.0,5.0.0,
4292,Super Dancer,GAME,4.1,91667,27.0,1000000.0,Free,0.0,Everyone,['Arcade'],"July 24, 2018",3.3.0,2.3.0,2.3.0,
4293,AU Results - AU COE Corner,FAMILY,4.0,664,2.1,100000.0,Free,0.0,Everyone,['Education'],"December 14, 2017",2.2.5,4.1.0,4.1.0,
4294,"view.com.au - Buy, Rent or Research Real Estate",LIFESTYLE,3.1,212,12.0,50000.0,Free,0.0,Everyone,['Lifestyle'],"September 26, 2017",2.1.4,4.1.0,4.1.0,
4295,Au Weather Free,WEATHER,4.0,1185,5.0,100000.0,Free,0.0,Everyone,['Weather'],"June 18, 2018",2.47.2,2.3.0,2.3.0,
4296,BringGo AU & NZ,MAPS_AND_NAVIGATION,2.8,440,23.0,10000.0,Paid,0.99,Everyone,['Maps & Navigation'],"May 10, 2018",2.5.9,2.3.3,2.3.3,
4297,AU Spark,FAMILY,3.7,681,8.2,10000.0,Free,0.0,Everyone,['Education'],"August 1, 2018",5.06.0,4.4.0,4.4.0,
4298,Rugby AU,SPORTS,2.7,17,14.0,1000.0,Free,0.0,Everyone,['Sports'],"December 21, 2017",1.0.0,4.1.0,4.1.0,
4299,Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,3.9,623,8.5,100000.0,Free,0.0,Everyone,['Education'],"March 26, 2018",3.5.0,4.1.0,4.1.0,
4300,Au-allstar for KR,GAME,3.6,2433,47.0,100000.0,Free,0.0,Everyone,['Music'],"June 15, 2018",1.6.4,4.3.0,4.3.0,
4301,STUCOR - AU,FAMILY,4.5,1827,12.0,100000.0,Free,0.0,Everyone,['Education'],"June 5, 2018",1.3.0,4.1.0,4.1.0,
4302,loans.com.au Smart Money,FINANCE,3.5,30,17.0,1000.0,Free,0.0,Everyone,['Finance'],"May 27, 2018",1.4.0,4.1.0,4.1.0,
4303,AU Students Zone (Result 2016),FAMILY,4.0,97,3.9,10000.0,Free,0.0,Everyone,['Education'],"July 1, 2016",1.1.0,4.0.0,4.0.0,
4304,Top #5 Bσσkie in AU,SPORTS,4.223510971786833,0,10.0,100.0,Free,0.0,Everyone,['Sports'],"December 6, 2017",1.0.0,4.0.0,4.0.0,
4305,AU Results 2017 Auzone,FAMILY,3.8,762,4.1,100000.0,Free,0.0,Everyone,['Education'],"February 1, 2017",2.0.0,4.0.0,4.0.0,
4306,Au Pair,SOCIAL,3.6,58,15.0,10000.0,Free,0.0,Everyone,['Social'],"August 14, 2017",1.3.0,4.2.0,4.2.0,
4307,AU Call Blocker - Block Unwanted Calls Texts 2018,COMMUNICATION,4.2,16,3.3,1000.0,Free,0.0,Everyone,['Communication'],"April 24, 2018",1.0.4,4.1.0,4.1.0,
4308,realcommercial.com.au,BUSINESS,4.4,128,6.7,50000.0,Free,0.0,Everyone,['Business'],"June 26, 2018",2.6.1,5.0.0,5.0.0,
4309,Powershop AU,TOOLS,4.0,498,11.0,10000.0,Free,0.0,Everyone,['Tools'],"July 12, 2018",1.35.1,4.0.3,4.0.3,
4310,Australia Newspapers - AU News Apps,NEWS_AND_MAGAZINES,4.7,48,4.1,1000.0,Free,0.0,Everyone,['News & Magazines'],"July 8, 2018",7.0.0,4.0.3,4.0.3,
4311,news.com.au,NEWS_AND_MAGAZINES,4.1321888412017165,1,3.7,100.0,Free,0.0,Everyone,['News & Magazines'],"July 23, 2018",1.1.0,4.0.0,4.0.0,
4312,Media Sosial TNI AU,SOCIAL,4.255598455598456,88,4.3,1000.0,Free,0.0,Everyone,['Social'],"January 24, 2018",1.2.0,2.1.0,2.1.0,
4313,Dance On Mobile,FAMILY,4.1,23609,31.0,1000000.0,Free,0.0,Teen,['Casual'],"April 13, 2018",1.26.0,4.0.0,4.0.0,
4314,Super Dancer VN,GAME,4.0,24312,25.0,500000.0,Free,0.0,Everyone,['Music'],"July 22, 2018",3.3.0,4.0.3,4.0.3,
4315,Alerte au gogol,FAMILY,4.1922724670864335,14,2.0,1000.0,Free,0.0,Everyone,['Entertainment'],"February 9, 2018",1.0.0.0,4.0.0,4.0.0,
4316,Neuvaine au Saint-Esprit,LIFESTYLE,4.7,57,5.8,10000.0,Free,0.0,Everyone,['Lifestyle'],"September 18, 2017",1.1.0,4.0.0,4.0.0,
4317,Neuvaines et prières au Coeur Sacré de Jésus,LIFESTYLE,4.094904458598726,17,3.7,5000.0,Free,0.0,Everyone,['Lifestyle'],"September 5, 2017",1.1.0,4.0.0,4.0.0,
4318,SMS Au revoir,FAMILY,4.1922724670864335,17,1.7,5000.0,Free,0.0,Everyone,['Entertainment'],"January 15, 2018",2.0.0,4.0.0,4.0.0,
4319,allhomes.com.au,HOUSE_AND_HOME,3.8,874,12.0,100000.0,Free,0.0,Everyone,['House & Home'],"August 1, 2018",5.13.1,4.3.0,4.3.0,
4320,Jobs in Canada - Emplois au Canada,BUSINESS,5.0,2,14.0,1000.0,Free,0.0,Teen,['Business'],"August 5, 2018",1.1.0,4.2.0,4.2.0,
4321,Predator Calls for Hunting AU,SPORTS,4.4,27,78.0,10000.0,Free,0.0,Everyone,['Sports'],"August 3, 2016",1.0.0,4.0.3,4.0.3,
4322,Romance et Mystères au Lycée,FAMILY,4.1922724670864335,350,6.4,10000.0,Free,0.0,Teen,['Entertainment'],"February 23, 2017",1.0.0,4.0.3,4.0.3,
4323,Au Rubis les bijoutiers,LIFESTYLE,4.094904458598726,0,10.0,100.0,Free,0.0,Everyone,['Lifestyle'],"July 24, 2018",1.00.33,4.1.0,4.1.0,
4324,Love Dance,GAME,4.0,29462,44.0,1000000.0,Free,0.0,Teen,['Music'],"June 14, 2018",1.1.7,4.0.0,4.0.0,
4325,mon guide au bank populaire -infos et instructions,FINANCE,4.13188854489164,4,1.5,1000.0,Free,0.0,Teen,['Finance'],"June 13, 2018",2.0.0,2.3.0,2.3.0,
4326,Avatar Musik,GAME,3.8,159063,85.0,1000000.0,Free,0.0,Everyone,['Music'],"February 9, 2018",0.8.0,4.0.0,4.0.0,
4327,Job'Of - Emploi au Cameroun,BUSINESS,4.1,294,9.8,10000.0,Free,0.0,Everyone,['Business'],"July 5, 2018",4.1.2,4.0.0,4.0.0,
4328,Mali 7 - Actualités au Mali,NEWS_AND_MAGAZINES,4.3,697,5.7,50000.0,Free,0.0,Everyone,['News & Magazines'],"April 8, 2017",2.4.0,4.1.0,4.1.0,
4329,Gâteau au yaourt,FOOD_AND_DRINK,4.1669724770642205,38,3.7,10000.0,Free,0.0,Everyone,['Food & Drink'],"June 9, 2018",1.1.2,4.0.3,4.0.3,
4330,Total AV,PRODUCTIVITY,3.4,617,46.0,100000.0,Free,0.0,Everyone,['Productivity'],"April 17, 2018",1.5.3,4.1.0,4.1.0,
4331,日本AV历史,BOOKS_AND_REFERENCE,4.1,215,30.0,10000.0,Free,0.0,Teen,['Books & Reference'],"March 6, 2018",1.2.0,4.0.0,4.0.0,
